stock_code,company_name,substance_score_rf,hype_score_rf,rnd_score_rf,hype_index_rf,score_listing_years,score_log_psr,score_rd,score_financing,score_impairment,score_rd_absence_3y,score_rd_to_assets_rank_gap,score_rd_sales_growth_mismatch,score_rd_pipeline_disclosure_absence,score_rd_milestone_correction_ratio
000020,동화약품,0.11831236517625947,0.11283957235013278,0.41131436220347956,0.13041956982304334,1.0,0.0,0.28300000000000003,0.0,0.0,0.6666666666666667,0.4840182648401826,0.0,1.0,0.0
000100,유한양행,0.15087336413374772,0.22640018285842772,0.3976090454301105,0.2532782032431657,1.0,0.2395010754871979,0.3015,0.3333333333333333,0.0,0.6666666666666667,0.45662100456621,0.0,1.0,0.0
000220,유유제약,0.17848694876438229,0.09639824141853255,0.3940914593660595,0.1850240670185078,1.0,0.0,0.3105,0.0,0.0,0.6666666666666667,0.452054794520548,0.0,1.0,0.0
000230,일동홀딩스,0.28886334530672697,0.4644199694869355,0.1776944876866321,0.4003566803800156,1.0,0.0,0.8840000000000001,0.0,0.0,0.6666666666666667,0.182648401826484,0.0,1.0,0.0
000250,삼천당제약,0.22123611814060662,0.4918387011066477,0.5168919980125937,0.4398969901236591,1.0,0.5140056936920672,0.15449999999999997,0.6666666666666666,0.0,0.6666666666666667,0.7031963470319635,0.0,1.0,0.0
000520,삼일제약,0.19494713871474054,0.16302677679808394,0.5716090369425356,0.19768914382739505,1.0,0.0,0.08099999999999996,0.0,0.0,0.6666666666666667,0.812785388127854,0.0,1.0,0.0
001060,JW중외제약,0.21349749925421302,0.1530508239631955,0.38773491485325473,0.14914870516889248,1.0,0.0,0.24649999999999994,0.0,0.0,0.6666666666666667,0.3972602739726028,0.0,1.0,0.0
001360,삼성제약,0.2806270912246074,0.3568194756808289,0.6098327701797979,0.4058343762184082,1.0,0.4355425493991789,0.03149999999999997,0.3333333333333333,0.0,0.6666666666666667,0.8904109589041096,0.0,1.0,0.0
001540,안국약품,0.1105831916466002,0.0969430346724259,0.3667855118037853,0.14304583315006422,1.0,0.0,0.3155,0.0,0.0,0.6666666666666667,0.3789954337899544,0.0,1.0,0.0
001630,종근당홀딩스,0.11825120537746239,0.07358484000611076,0.5148340640589528,0.14428655885555747,1.0,0.0,0.125,0.0,0.0,0.6666666666666667,0.680365296803653,0.0,1.0,0.0
002210,동성제약,0.30342363190635846,0.5394252758412613,0.43419175736786914,0.44929214235831066,1.0,0.5685575312482539,0.22050000000000003,0.0,0.0,0.6666666666666667,0.5114155251141552,0.0,1.0,0.0
002390,한독,0.1470889009379526,0.08156383241157024,0.4571724650539338,0.14405575397321804,1.0,0.0,0.22050000000000003,0.0,0.0,0.6666666666666667,0.5753424657534247,0.0,1.0,0.0
002630,오리엔트바이오,0.26368202768368515,0.1952431013027373,0.413291492564124,0.27701702942384987,1.0,0.2991738340717094,0.494,0.3333333333333333,0.0,0.6666666666666667,0.6118721461187215,0.0,1.0,0.0
002720,국제약품,0.18560865247300865,0.21103845424380388,0.5345846143173127,0.2368165194060804,1.0,0.0,0.07750000000000001,0.3333333333333333,0.0,0.6666666666666667,0.7077625570776256,0.0,1.0,0.0
002800,신신제약,0.15435629057414596,0.12449420117724129,0.7040486911878008,0.18603810207863664,0.48,0.0,0.0050000000000000044,0.0,0.0,0.6666666666666667,0.904109589041096,0.0,1.0,0.0
003000,부광약품,0.18971426048123288,0.4012507927518802,0.2983337798578505,0.3190726747121295,1.0,0.4436619478307472,0.636,0.3333333333333333,0.0,0.6666666666666667,0.3744292237442922,0.0,1.0,0.0
003060,에이프로젠바이오로직스,0.2695330514103073,0.4461680892319065,0.5765582723371623,0.3997798876341785,1.0,0.7202463211237794,0.16749999999999998,1.0,0.0,0.6666666666666667,0.8767123287671232,0.0,1.0,0.0
003090,대웅,0.15379148468212508,0.08492838970261593,0.30195742536915454,0.14428374232246385,1.0,0.0,0.5005,0.6666666666666666,0.0,0.6666666666666667,0.30593607305936077,0.0,1.0,0.0
003120,일성아이에스,0.15179906226485843,0.14808937519943013,0.5873718298486159,0.14970599609278645,1.0,0.1853540213449459,0.12350000000000005,0.3333333333333333,0.0,0.6666666666666667,0.8812785388127854,0.0,1.0,0.0
003220,대원제약,0.14882744039781753,0.1459625762684601,0.4723378917586427,0.1656880977241856,1.0,0.0,0.132,0.3333333333333333,0.0,0.6666666666666667,0.5662100456621004,0.0,1.0,0.0
003520,영진약품,0.15353959924181323,0.47088238680288785,0.35083951842489314,0.3145194062485158,1.0,0.2943998818253343,0.32899999999999996,0.0,0.0344,0.6666666666666667,0.34246575342465757,0.0,1.0,0.0
003850,보령,0.09779813632415114,0.1522470409118807,0.39513419882233236,0.15611341791610275,1.0,0.0018950324948826,0.274,0.3333333333333333,0.0,0.6666666666666667,0.4337899543378996,0.0,1.0,0.0
004000,롯데정밀화학,0.0868234583673336,0.09227813834111195,0.5987593289909029,0.10020991513149494,1.0,0.0,0.02949999999999997,0.0,0.0,0.6666666666666667,0.8584474885844748,0.0,1.0,0.0
004310,현대약품,0.18229469895511696,0.13577453905192474,0.4002152073393983,0.13311724867481053,1.0,0.0,0.25750000000000006,0.0,0.0,0.6666666666666667,0.4383561643835616,0.0,1.0,0.0
004720,팜젠사이언스,0.1748117783242966,0.12715259917377042,0.5554545872365747,0.14113759386317432,1.0,0.0,0.09550000000000003,0.0,0.0,0.6666666666666667,0.7762557077625571,0.0,1.0,0.0
005500,삼진제약,0.21288815532275743,0.11281090748884966,0.5664242580828651,0.14625367654015006,1.0,0.0404151235119151,0.0665,0.3333333333333333,0.0,0.6666666666666667,0.7899543378995434,0.0,1.0,0.0
006280,녹십자,0.08016653162227105,0.0976373763330948,0.29961160495823774,0.1431760245569936,1.0,0.0,0.5589999999999999,0.0,0.0,0.6666666666666667,0.33333333333333337,0.0,1.0,0.0
006620,동구바이오제약,0.20621278286507638,0.16514309993339038,0.4982083920290352,0.19228061465551563,0.42000000000000004,0.0,0.21199999999999997,0.0,0.0,0.6666666666666667,0.4246575342465754,0.0,1.0,0.0
007370,진양제약,0.18455992518320233,0.08873652227435826,0.6393798521685249,0.13322704217477055,1.0,0.016076829474304,0.0,0.3333333333333333,0.0,1.0,0.954337899543379,0.0,1.0,0.0
007390,네이처셀,0.37692087349442865,0.7904345566057742,0.46191232847963226,0.5371062444386996,1.0,1.0,0.371,1.0,0.0,0.6666666666666667,0.6757990867579908,0.0,1.0,0.0
007570,일양약품,0.18005551107623358,0.20981027566970392,0.3416141813997813,0.21498337538831933,1.0,0.0988991311641386,0.45199999999999996,0.3333333333333333,0.0,0.6666666666666667,0.3881278538812786,0.0,1.0,0.0
008490,서흥,0.08970034315502018,0.08007670209206495,0.5780450115855477,0.11634180717359355,1.0,0.0,0.05800000000000005,0.0,0.0,0.6666666666666667,0.817351598173516,0.0,1.0,0.0
009290,광동제약,0.18435388343792908,0.08071505998046236,0.561708734869564,0.12110205713311889,1.0,0.0,0.03400000000000003,0.3333333333333333,0.0,0.6666666666666667,0.7579908675799087,0.0,1.0,0.0
009300,삼아제약,0.19936404984240816,0.14805465669756548,0.4878132560283766,0.17499287936236693,1.0,0.0641533889039514,0.23099999999999998,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0
009420,한올바이오파마,0.16692680317687011,0.5233012658533319,0.2532305300063933,0.3265631603402103,1.0,0.6197232242852312,0.75,0.6666666666666666,0.0,0.6666666666666667,0.31506849315068497,0.0,1.0,0.0
