clean_code,company_name,feat_hype_volatility,feat_hype_volume_surge,feat_hype_momentum,feat_hype_mdd,feat_hype_high_gap,feat_hype_LOG_PSR,feat_hype_LOG_PBR,feat_fin_Capital_Impairment_Ratio,feat_fin_Debt_Ratio_Pct,feat_fin_consecutive_op_loss_years,feat_fin_Paid_In_Capital_Increase,feat_fin_3개년_유상증자_누적횟수,feat_fin_cb_bw_count,feat_fin_insider_holdings_pct,feat_fin_Total_Revenue,feat_fin_Total_Equity,feat_fin_Total_Assets,feat_fin_has_dividend,feat_rd_R&D_Ratio_Pct,feat_rd_years_after_listing,feat_rd_is_tech_listing,feat_rd_absence_3y,feat_rd_to_assets_rank_gap,feat_rd_sales_growth_mismatch,feat_rd_pipeline_disclosure_absence,feat_rd_milestone_correction_ratio,target
000020,동화약품,0.4887781061954596,0.2642403508252318,0.1140897755610972,0.0828025477707006,0.2718204488778055,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3279999999999999,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
000100,유한양행,0.3363153256022989,0.141549827229389,0.2979411952022401,0.034000008307031,0.1767045324782694,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6631428571428571,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
000220,유유제약,1.0,0.4290568554074825,0.2908587257617728,0.161925601750547,0.5295180722891566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228571428571428,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
000230,일동홀딩스,1.0,0.8322327961594356,0.3236434108527132,0.2196531791907514,0.1445086705202312,1.0,1.0,0.0,0.0,0.0,0.8393725,0.0,0.0,0.0974285714285713,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,1
000250,삼천당제약,0.4238537290823649,0.1074672903013179,0.2588028169014084,0.0946808510638297,0.4719853836784409,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.9,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,1
000520,삼일제약,0.2983735918429344,1.0,0.2518050688517991,0.0235848656257469,0.240091078091839,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
001060,JW중외제약,0.3999137712483139,0.3716407900278221,0.2627510741069167,0.0577319884135981,0.3539477374784753,1.0,1.0,0.0,0.0,0.0,0.039847071,0.0,0.0,0.2031428571428571,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
001360,삼성제약,0.2993519763960809,0.2156497789945723,0.1563531333609047,0.0692308108606541,0.5808510744134645,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
001540,안국약품,0.3865282803551976,0.2777309136571114,0.2719512195121951,0.0409090909090909,0.3227848101265823,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508571428571429,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
001630,종근당홀딩스,0.3592409793905103,0.5995875269823931,0.2153284671532846,0.0473684210526315,0.4115384615384615,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,0
002210,동성제약,0.2893327513684812,0.3368211263901527,0.2015086206896551,0.037037037037037,0.4951807228915663,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8996566681120063,1.0,1.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0,1
