stock_code,company_name,substance_score_rf,hype_score_rf,rnd_score_rf,hype_index_rf,score_listing_years,score_log_psr,score_rd,score_financing,score_impairment,score_rd_absence_3y,score_rd_to_assets_rank_gap,score_rd_sales_growth_mismatch,score_rd_pipeline_disclosure_absence,score_rd_milestone_correction_ratio
000020,동화약품,0.055617905843628815,0.08430603210191798,0.4893835434332021,0.048621765941820556,1.0,0.0,0.254,0.0,0.0,0.0,0.4885844748858448,0.3843637516243905,1.0,0.0
000100,유한양행,0.15399903801735534,0.4241413946223522,0.2831449285826036,0.24908007150931677,1.0,0.4257146064150079,0.5435,0.3333333333333333,0.0,0.0,0.27853881278538817,0.0,1.0,0.0
000220,유유제약,0.15225865084414597,0.13250801467374182,0.7153534718556535,0.11372177743903461,1.0,0.0,0.10450000000000004,0.0,0.0,0.0,0.7168949771689498,1.0,1.0,0.0
000230,일동홀딩스,0.15127545657206123,0.16914601484484523,0.49485367689025994,0.21866162493076638,1.0,0.0,0.43899999999999995,0.0,0.0,0.0,0.319634703196347,0.9565163749835286,1.0,0.0
000250,삼천당제약,0.23034306290673368,0.7335810038570078,0.4224712347805896,0.4387282819428023,1.0,0.8219846147204904,0.18599999999999994,0.6666666666666666,0.0,0.0,0.7031963470319635,0.0,0.0,0.2
000520,삼일제약,0.179832634848632,0.2339915770130309,0.5116810476568072,0.21845204788853606,1.0,0.0704338988669528,0.14800000000000002,0.0,0.0,0.0,0.6849315068493151,0.0,1.0,0.0
001060,JW중외제약,0.049155305906550886,0.16166293408754429,0.3734565720909117,0.0934811098433902,1.0,0.0,0.252,0.0,0.0,0.0,0.36073059360730597,0.0,1.0,0.0
001360,삼성제약,0.41791333442258644,0.26120835905140843,0.5590647291587377,0.3202568477227956,1.0,0.348172129896047,0.14549999999999996,0.3333333333333333,0.0,0.0,0.7671232876712328,0.5743426445641375,0.0,0.25
001540,안국약품,0.04836299156028635,0.08575969358485298,0.4365077237443834,0.051894964336597633,1.0,0.0,0.24449999999999994,0.0,0.0,0.0,0.452054794520548,0.15650421235286519,1.0,0.0
001630,종근당홀딩스,0.09424212351431838,0.06682535334968161,0.5551452045381653,0.08281126842483848,1.0,0.0,0.121,0.0,0.0,0.0,0.6986301369863014,0.1797315285844026,1.0,0.0
002210,동성제약,0.30342363190635846,0.5273535591283415,0.589311534248805,0.48036304427899074,1.0,0.4607833922268736,0.22050000000000003,0.0,0.0,0.6666666666666667,0.9429223744292238,0.0,1.0,0.0
002390,한독,0.12611311912664677,0.11721764444919272,0.4970373503084945,0.09226443977592116,1.0,0.0,0.22299999999999998,0.0,0.0,0.0,0.5844748858447488,0.3625489276290034,0.6666666666666667,0.0
002630,오리엔트바이오,0.2346735033072808,0.49881643559096633,0.4586036565635796,0.44653537040499125,1.0,0.5526121915893143,0.34750000000000003,0.3333333333333333,0.0,0.0,0.6529680365296804,0.0,1.0,0.0
002720,국제약품,0.17453991272578515,0.14074577179472528,0.7244400747145083,0.11866736787061077,1.0,0.0,0.05800000000000005,0.3333333333333333,0.0,0.0,0.7442922374429224,0.9429018070518557,1.0,0.0
002800,신신제약,0.07983064448204792,0.16111045945580754,0.6016666523508214,0.10731698287286667,0.6133333333333333,0.0,0.022499999999999964,0.0,0.0,0.0,0.8675799086757991,0.12959663625654227,0.0,0.0
003000,부광약품,0.10274637104372666,0.30709861339758243,0.44994583874455585,0.14465365032565375,1.0,0.3057424314031006,0.732,0.3333333333333333,0.0,0.0,0.34246575342465757,1.0,1.0,0.0
003060,에이프로젠바이오로직스,0.40525290958873383,0.21007498749485337,0.29139779986305636,0.33850258042383885,1.0,0.1950185934169473,1.0,1.0,0.0,0.0,0.5662100456621004,0.0,1.0,0.0
003090,대웅,0.09050287563388172,0.1010172893371767,0.3441031761676798,0.08693128316373873,1.0,0.0,0.4545,0.6666666666666666,0.0,0.0,0.32420091324200917,0.14193787491446663,1.0,0.0
003120,일성아이에스,0.13354224616729843,0.14077068987778837,0.7126009092629284,0.13063395957141752,1.0,0.1251596159643757,0.025499999999999967,0.3333333333333333,0.0,0.0,0.8858447488584476,0.5633581060436335,1.0,0.0
003220,대원제약,0.08511940337497569,0.08045891006828462,0.43533872498767634,0.06049735218823953,1.0,0.0,0.1835,0.3333333333333333,0.0,0.0,0.4931506849315068,0.0,1.0,0.0
003520,영진약품,0.13406083356620171,0.2782308656147328,0.43232946542549994,0.14798800059630898,1.0,0.1077381437874943,0.22999999999999998,0.0,0.036,0.0,0.410958904109589,0.19785783861527684,1.0,0.0
003850,보령,0.17246595787020377,0.11669477384349712,0.4374881746709785,0.12318649538894014,1.0,0.0,0.253,0.3333333333333333,0.0,0.0,0.4429223744292238,0.18946335634132994,1.0,0.0
004000,롯데정밀화학,0.021704438113201798,0.1032060622255573,0.5725994334065766,0.06320674756436735,1.0,0.0,0.0605,0.0,0.0,0.0,0.8036529680365296,0.0,1.0,0.0
004310,현대약품,0.1219155968022636,0.1786238301282242,0.28093179693598547,0.2126537362360943,1.0,0.0,0.43600000000000005,0.0,0.0,0.0,0.2100456621004566,0.0,1.0,0.0
