stock_code,company_name,substance_score_rf,hype_score_rf,rnd_score_rf,hype_index_rf,score_listing_years,score_log_psr,score_rd,score_financing,score_impairment,score_rd_absence_3y,score_rd_to_assets_rank_gap,score_rd_sales_growth_mismatch,score_rd_pipeline_disclosure_absence,score_rd_milestone_correction_ratio
000020,동화약품,0.6040033469221456,0.7435877701753517,0.4776941588058562,0.5837841058313521,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
000100,유한양행,0.652610692396871,0.7221789861554471,0.4776941588058562,0.582561863161741,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
000220,유유제약,0.6134872828985615,0.8377310031171764,0.4776941588058562,0.5705131687031726,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
000230,일동홀딩스,0.6501308008386109,0.8359997735409745,0.4776941588058562,0.5705320566252863,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
000250,삼천당제약,0.6913913090285632,0.7511282481410871,0.4776941588058562,0.5672209853208633,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.504566210045662,0.0,1.0,0.0
000520,삼일제약,0.6399965979169769,0.742017858347601,0.4776941588058562,0.5818702302332659,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
001060,JW중외제약,0.5948041306323433,0.7460129286503958,0.4776941588058562,0.5751670284642748,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
001360,삼성제약,0.6862900915420346,0.7378770818005733,0.4776941588058562,0.5786212906206901,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
001540,안국약품,0.5762942568705691,0.738945720785846,0.4776941588058562,0.5710135430607893,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
001630,종근당홀딩스,0.5770084086760222,0.7473707377593355,0.4776941588058562,0.5710135430607893,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
002210,동성제약,0.6711907487791642,0.7346660099584034,0.4776941588058562,0.571694883694283,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
002390,한독,0.5898917072463944,0.7189415276726562,0.4776941588058562,0.5710135430607893,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
002630,오리엔트바이오,0.23951951161868096,0.3517704050023937,0.3747167332339442,0.32749813303799874,1.0,0.5015264542112526,0.494,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
002720,국제약품,0.6209594843791939,0.8022811684150377,0.4776941588058562,0.5710135430607893,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
002800,신신제약,0.5712094960157438,0.7290532776639939,0.5722009588851613,0.5658037408231232,0.41333333333333333,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
003000,부광약품,0.6416984528095492,0.7458172713865895,0.4776941588058562,0.5526983831188352,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
003060,에이프로젠바이오로직스,0.7164887770677757,0.7262787148960991,0.4776941588058562,0.5967992731034852,1.0,1.0,0.0,1.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
003090,대웅,0.6373791226762067,0.7352696175497597,0.4776941588058562,0.5626484545820647,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.504566210045662,0.0,1.0,0.0
003120,일성아이에스,0.6200453700682141,0.71772009053798,0.4776941588058562,0.5804998900471363,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
003220,대원제약,0.6229785134118586,0.8315251745825567,0.4776941588058562,0.5743892589428992,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
003520,영진약품,0.5712094960157438,0.8151660026174578,0.4776941588058562,0.5846420181662465,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
003850,보령,0.6687278770440901,0.7601852148423838,0.4776941588058562,0.5454959955062761,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
004000,롯데정밀화학,0.5897203108130856,0.7220259136820147,0.4776941588058562,0.5734000454472917,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
004310,현대약품,0.6239710314026116,0.7488140075795408,0.4776941588058562,0.5710135430607893,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
004720,팜젠사이언스,0.645966907010564,0.7634144339151675,0.4776941588058562,0.5924096907727265,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
005500,삼진제약,0.6080761858088218,0.6988236087574449,0.4776941588058562,0.5916290021630906,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.504566210045662,0.0,1.0,0.0
006280,녹십자,0.5712094960157438,0.735171327981284,0.4776941588058562,0.5596247900452422,1.0,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
006620,동구바이오제약,0.661192623502822,0.7279183889248982,0.5818664270750903,0.5829501900832792,0.3533333333333334,1.0,0.0,0.0,0.0,1.0,0.504566210045662,0.0,1.0,0.0
