clean_code,company_name,feat_hype_volatility,feat_hype_volume_surge,feat_hype_momentum,feat_hype_mdd,feat_hype_high_gap,feat_hype_LOG_PSR,feat_hype_LOG_PBR,feat_fin_Capital_Impairment_Ratio,feat_fin_Debt_Ratio_Pct,feat_fin_consecutive_op_loss_years,feat_fin_Paid_In_Capital_Increase,feat_fin_3개년_유상증자_누적횟수,feat_fin_cb_bw_count,feat_fin_insider_holdings_pct,feat_fin_Total_Revenue,feat_fin_Total_Equity,feat_fin_Total_Assets,feat_fin_has_dividend,feat_rd_R&D_Ratio_Pct,feat_rd_years_after_listing,feat_rd_is_tech_listing,feat_rd_absence_3y,feat_rd_to_assets_rank_gap,feat_rd_sales_growth_mismatch,feat_rd_pipeline_disclosure_absence,feat_rd_milestone_correction_ratio,target
000020,동화약품,0.1330309840850617,0.0659704386169728,0.2413522012578616,0.0279937791601866,0.1147308781869688,0.0,0.0,0.0,0.2114333333333333,0.0,0.0,0.0,0.0,0.3279999999999999,0.0,0.0,0.0641170910300085,0.0,0.741,0.0,0.0,0.0,0.4337899543378996,0.0,1.0,0.0,0
000100,유한양행,0.1811813353248086,0.0513845519235415,0.221872376154492,0.0779327317473338,0.1837327523602033,0.3912748695181192,0.471663430921054,0.0,0.1240666666666666,0.0,1.0,0.3333333333333333,0.0,0.6631428571428571,0.0,0.0,0.0,1.0,0.4974999999999999,0.0,0.0,0.0,0.26940639269406397,0.1598349484390442,1.0,0.0,0
000220,유유제약,0.4657407389943943,1.0,0.275,0.0553145336225596,0.097,0.0,0.0,0.0,0.1714666666666666,0.0,0.0,0.0,0.4,0.4228571428571428,0.0,0.0,0.2278538820430468,0.0,0.872,0.0,0.0,0.0,0.6757990867579908,0.0,1.0,0.0,0
000230,일동홀딩스,0.9561677007167408,0.9556383733326598,0.3179487179487179,0.1612903225806451,0.159392789373814,0.0,0.0,0.0,0.9032333333333334,0.0,0.0,0.0,0.2,0.0974285714285713,0.0,0.0,0.0317864749586375,1.0,0.6995,0.0,0.0,0.0,0.406392694063927,0.5876820767800252,1.0,0.0,1
000250,삼천당제약,0.7283352911755044,0.0997421151582586,0.2894431554524362,0.0918580375782881,0.0988372093023255,0.926037534971792,1.0,0.0,0.2386666666666666,0.0,0.009028115,0.6666666666666666,0.0,0.9,0.0,0.0,0.0836193503100345,0.0,0.8160000000000001,0.0,0.0,0.0,0.7031963470319635,0.021398233300819632,0.0,0.25,1
000520,삼일제약,0.693321350388455,0.3086538979302853,0.2335329341317365,0.1578947368421052,0.3487903225806452,0.0,0.1603278879636585,0.0,0.5961666666666666,0.2,0.0,0.0,0.2,0.688,0.0,0.0,0.1433074921240269,1.0,0.7985,0.0,0.0,0.0,0.5981735159817352,0.0,1.0,0.0,0
001060,JW중외제약,0.3780831033584012,0.2747125040689115,0.35,0.0957446808510638,0.0957446808510638,0.0,0.1634365484772557,0.0,0.2128999999999999,0.0,0.0,0.0,0.0,0.2031428571428571,0.0,0.0,0.0726828594672758,0.0,0.707,0.0,0.0,0.0,0.25114155251141557,0.0,1.0,0.0,0
001360,삼성제약,1.0,0.6790973475405306,0.2236842105263158,0.2412746585735963,0.2261001517450682,0.3350538880650636,0.0641346907495692,0.0,0.1277666666666666,0.8,0.0,0.3333333333333333,0.4,1.0,0.1682702521979662,0.0,0.258716026853838,1.0,0.7835,0.0,0.0,0.0,0.7442922374429224,0.0,0.0,0.2,0
001540,안국약품,0.4719490104447217,0.3485363326531447,0.2923076923076923,0.0804347826086956,0.0804347826086956,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,0.0,0.0508571428571429,0.0,0.0,0.169101927712815,0.0,0.562,0.0,0.0,0.0,0.20547945205479456,0.0,1.0,0.0,0
001630,종근당홀딩스,0.2039868300047644,0.0717446491880772,0.2446524064171123,0.0675403225806451,0.1799645390070922,0.0,0.0,0.0,0.3745,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.859,0.0,0.0,0.0,0.6849315068493151,0.0,0.0,0.1,0
002210,동성제약,0.0,0.0,0.25,0.0,0.8171052631578948,0.0021425402419934,0.2904875808400199,0.0,0.5053,0.2,0.0,0.0,0.0,1.0,0.0149935671444891,0.1842311236243077,0.3225919953569048,1.0,0.7795,0.0,0.0,1.0,0.9497716894977168,0.0,1.0,0.0,1
002390,한독,0.2628190102087597,0.2542870934652748,0.2274083546462063,0.072079536039768,0.1215686274509803,0.0,0.0,0.0,0.6175,0.0,0.0,0.0,0.2,0.1868571428571428,0.0,0.0,0.0339869039373024,0.0,0.802,0.0,0.0,0.0,0.5388127853881279,0.2366296410573353,0.6666666666666667,0.0,0
002630,오리엔트바이오,0.5092590015670511,0.5439903072314255,0.2717013888888889,0.1246246246246246,0.7236781609195402,0.2746283494472842,0.0,0.0,0.0465666666666666,0.0,0.0,0.3333333333333333,0.0,0.4108571428571429,0.2763812242766281,0.0350454803434514,0.3377609828210973,1.0,0.6525,0.0,0.0,0.33333333333333337,0.9497716894977168,0.0,1.0,0.0,1
002720,국제약품,0.2794689308505404,0.2505205388382286,0.2419908466819222,0.0423634336677814,0.223826714801444,0.0,0.0,0.0,0.2885999999999999,0.0,0.01387401,0.3333333333333333,0.0,0.3465714285714286,0.0,0.0050780066204314,0.2464232418930443,0.0,0.8955,0.0,0.0,0.0,0.6255707762557078,0.0,1.0,0.0,0
002800,신신제약,1.0,1.0,0.2732142857142857,0.1402714932126696,0.2176234979973297,0.0,0.0636233930669703,0.0,0.2805333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0629647028170428,0.2872353145511438,0.0,0.9605,0.32,0.0,0.0,0.8310502283105023,0.0,0.0,0.0,0
003000,부광약품,0.1922974594542734,0.126264661964196,0.2861189801699716,0.066167290886392,0.2519762845849802,0.1825506819835533,0.0339965133799539,0.0,0.1324666666666666,0.0,1.0,0.3333333333333333,0.0,0.554,0.0,0.0,0.1073747776213961,0.0,0.5165,0.0,0.0,0.0,0.4292237442922374,0.8514956276266136,1.0,0.0,0
