clean_code,company_name,feat_hype_volatility,feat_hype_volume_surge,feat_hype_momentum,feat_hype_mdd,feat_hype_high_gap,feat_hype_LOG_PSR,feat_hype_LOG_PBR,feat_fin_Capital_Impairment_Ratio,feat_fin_Debt_Ratio_Pct,feat_fin_consecutive_op_loss_years,feat_fin_Paid_In_Capital_Increase,feat_fin_3개년_유상증자_누적횟수,feat_fin_cb_bw_count,feat_fin_insider_holdings_pct,feat_fin_Total_Revenue,feat_fin_Total_Equity,feat_fin_Total_Assets,feat_fin_has_dividend,feat_rd_R&D_Ratio_Pct,feat_rd_years_after_listing,feat_rd_is_tech_listing,feat_rd_absence_3y,feat_rd_to_assets_rank_gap,feat_rd_sales_growth_mismatch,feat_rd_pipeline_disclosure_absence,feat_rd_milestone_correction_ratio,target
000020,동화약품,0.3751372779438353,0.1236829646607271,0.1628440366972477,0.0757341576506955,0.4067796610169492,0.0,0.0,0.0,0.1946,0.0,0.0,0.0,0.0,0.3279999999999999,0.0,0.0,0.0692880371211513,0.0,0.746,0.0,0.0,0.0,0.4885844748858448,0.3843637516243905,1.0,0.0,0
000100,유한양행,0.7496586039589418,0.090532442183243,0.1556347589952478,0.0906821963394342,0.2700061087354917,0.4257146064150079,0.5288766722137578,0.0,0.1255666666666666,0.0,0.0,0.3333333333333333,0.0,0.6631428571428571,0.0,0.0,0.0,1.0,0.4565,0.0,0.0,0.0,0.27853881278538817,0.0,1.0,0.0,0
000220,유유제약,0.5953079298011663,1.0,0.243969298245614,0.1169853768278965,0.2178819444444444,0.0,0.0,0.0,0.1933,0.0,0.0,0.0,0.0,0.4228571428571428,0.0,0.0,0.2275299508593171,1.0,0.8955,0.0,0.0,0.0,0.7168949771689498,1.0,1.0,0.0,0
000230,일동홀딩스,1.0,0.4486629343133467,0.2475550122249388,0.1381381381381381,0.2834507042253521,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.2,0.0974285714285713,0.0,0.0,0.0227285209440909,0.0,0.561,0.0,0.0,0.0,0.319634703196347,0.9565163749835286,1.0,0.0,1
000250,삼천당제약,1.0,0.2819139230559391,0.2681437543614794,0.1297935103244837,0.3060747663551402,0.8219846147204904,0.9465617155144448,0.0,0.2133999999999999,0.0,1.0,0.6666666666666666,0.0,0.9,0.0,0.0,0.0947289811305882,0.0,0.8140000000000001,0.0,0.0,0.0,0.7031963470319635,0.0,0.0,0.2,1
000520,삼일제약,1.0,0.3752509766906603,0.1661392405063291,0.1462639109697933,0.2570621468926554,0.0704338988669528,0.1700977026429327,0.0,0.4143666666666666,0.0,0.0,0.0,0.0,0.688,0.0,0.0,0.1344415560414807,1.0,0.852,0.0,0.0,0.0,0.6849315068493151,0.0,1.0,0.0,0
001060,JW중외제약,0.617381573374762,0.105010992982962,0.1847826086956521,0.1150627615062761,0.36,0.0,0.1832430609964757,0.0,0.2783333333333333,0.0,0.0,0.0,0.0,0.2031428571428571,0.0,0.0,0.0728443074075162,0.0,0.748,0.0,0.0,0.0,0.36073059360730597,0.0,1.0,0.0,0
001360,삼성제약,0.4647623914454643,0.1267526826655298,0.1709085933223864,0.0863636363636363,0.3810865191146881,0.348172129896047,0.1155750693297912,0.0,0.0711666666666666,0.6,1.0,0.3333333333333333,0.0,1.0,0.1768264167906093,0.0,0.2970864224725442,1.0,0.8545,0.0,0.0,0.0,0.7671232876712328,0.5743426445641375,0.0,0.25,0
001540,안국약품,0.3973517414441176,0.1138763539504537,0.208567415730337,0.0762463343108504,0.3463463463463463,0.0,0.0,0.0,0.2772333333333333,0.0,0.0,0.0,0.0,0.0508571428571429,0.0,0.0,0.1730746390659311,0.0,0.7555000000000001,0.0,0.0,0.0,0.452054794520548,0.15650421235286519,1.0,0.0,0
001630,종근당홀딩스,0.283893998964442,0.1888943194188345,0.1691564147627416,0.0665362035225048,0.2523510971786833,0.0,0.0,0.0,0.3665333333333333,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,1.0,0.879,0.0,0.0,0.0,0.6986301369863014,0.1797315285844026,1.0,0.0,0
002210,동성제약,0.6918156859406777,0.1445339572771448,0.2644444444444444,0.1296992481203007,0.2218487394957983,0.4607833922268736,0.866521239396041,0.0,0.5053,0.2,0.0,0.0,0.0,1.0,0.0149935671444891,0.1842311236243077,0.3225919953569048,1.0,0.7795,0.0,0.0,0.6666666666666667,0.9429223744292238,0.0,1.0,0.0,1
002390,한독,0.5890869446706096,0.3503361800060863,0.1923641703377386,0.1274281274281274,0.3184389140271493,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.2,0.1868571428571428,0.0,0.0,0.034389335482316,1.0,0.777,0.0,0.0,0.0,0.5844748858447488,0.3625489276290034,0.6666666666666667,0.0,0
002630,오리엔트바이오,1.0,0.2305245755069427,1.0,0.3556910569105691,0.0,0.5526121915893143,0.283654625760331,0.0,0.0465666666666666,0.0,0.0,0.3333333333333333,0.0,0.4108571428571429,0.2763812242766281,0.0350454803434514,0.3377609828210973,1.0,0.6525,0.0,0.0,0.0,0.6529680365296804,0.0,1.0,0.0,1
002720,국제약품,0.7176640046774594,0.0995041433260291,0.2167896678966789,0.1362781954887218,0.3235294117647059,0.0,0.0518292238741992,0.0,0.2829333333333333,0.0,0.0,0.3333333333333333,0.0,0.3465714285714286,0.0,0.0239871201747101,0.2603590601058076,1.0,0.942,0.0,0.0,0.0,0.7442922374429224,0.9429018070518557,1.0,0.0,0
002800,신신제약,0.6543545886264066,1.0,0.178909952606635,0.1247672253258845,0.2740641711229946,0.0,0.0825516773477982,0.0,0.3234333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0906442908774662,0.2959278679954605,0.0,0.9775,0.3866666666666667,0.0,0.0,0.8675799086757991,0.12959663625654227,0.0,0.0,0
003000,부광약품,0.6748536016253639,0.1447327004534526,0.2062624254473161,0.1321961620469083,0.4204545454545454,0.3057424314031006,0.2288615612604699,0.0,0.1765,0.0,0.0,0.3333333333333333,0.0,0.554,0.0,0.0,0.1426937589171947,0.0,0.268,0.0,0.0,0.0,0.34246575342465757,1.0,1.0,0.0,0
003060,에이프로젠바이오로직스,0.6210556121065611,0.0900257886978901,0.1169622949384869,0.1564986576997995,0.7125012277038791,0.1950185934169473,0.0,0.0,0.1869666666666666,0.6,1.0,1.0,0.2,1.0,0.085740486807639,0.0,0.0761413100342144,1.0,0.0,0.0,0.0,0.0,0.5662100456621004,0.0,1.0,0.0,1
003090,대웅,0.580220866517788,0.067633497909496,0.234304932735426,0.0909930715935334,0.2116788321167883,0.0,0.0,0.0,0.4075,0.0,0.0,0.6666666666666666,0.0,0.3351428571428571,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.32420091324200917,0.14193787491446663,1.0,0.0,0
003120,일성아이에스,0.3850704078339623,0.2060793915399041,0.2196969696969697,0.0727272727272727,0.4311926605504587,0.1251596159643757,0.0,0.0,0.0101666666666666,0.4,0.0,0.3333333333333333,0.0,0.3374285714285715,0.0805177424875474,0.0,0.133780352545268,0.0,0.9745,0.0,0.0,0.0,0.8858447488584476,0.5633581060436335,1.0,0.0,0
003220,대원제약,0.2996621024129828,0.1538638684969879,0.2420580110497237,0.0666208791208791,0.2351046698872785,0.0,0.0383685020275873,0.0,0.3618333333333333,0.0,0.0,0.3333333333333333,0.0,0.3494285714285713,0.0,0.0,0.0780139625743251,0.0,0.8165,0.0,0.0,0.0,0.4931506849315068,0.0,1.0,0.0,0
003520,영진약품,0.5518175774456089,0.1419965323312064,0.1766094420600858,0.1154589371980676,0.2623376623376623,0.1077381437874943,0.5163890832493085,0.036,0.5362,0.0,0.0,0.0,0.2,0.0,0.0,0.0233542599127574,0.2101018730044099,1.0,0.77,0.0,0.0,0.0,0.410958904109589,0.19785783861527684,1.0,0.0,0
003850,보령,0.5606816191217767,0.2802046030439638,0.2335526315789473,0.099116781157998,0.2360801781737193,0.0,0.037902705509178,0.0,0.1613,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.747,0.0,0.0,0.0,0.4429223744292238,0.18946335634132994,1.0,0.0,0
004000,롯데정밀화학,0.5857405651560773,0.1014631625551106,0.166843220338983,0.0450704225352112,0.3744038155802862,0.0,0.0,0.0,0.0485666666666666,0.0,0.0,0.0,0.0,0.185142857142857,0.0,0.0,0.0,0.0,0.9395,0.0,0.0,0.0,0.8036529680365296,0.0,1.0,0.0,0
004310,현대약품,0.8940467515747509,0.5044682364552043,0.1560022650056625,0.1694695989650711,0.384020618556701,0.0,0.062655500234623,0.0,0.3259333333333333,0.0,0.0,0.0,0.0,0.5277142857142857,0.0,0.0509826614818198,0.2685912678924401,0.0,0.564,0.0,0.0,0.0,0.2100456621004566,0.0,1.0,0.0,1
004720,팜젠사이언스,0.598394128259747,0.1846622860690536,0.1660732451678535,0.1364605543710021,0.3569182389937106,0.0,0.0,0.0,0.1523666666666666,0.0,0.0,0.0,0.0,0.7477142857142858,0.0,0.0,0.1465182641141099,1.0,0.8714999999999999,0.0,0.0,0.0,0.730593607305936,0.3340917461799671,1.0,0.0,0
005500,삼진제약,0.3991178673512174,0.2056874034545709,0.2389069264069264,0.0845371856607811,0.1841986455981941,0.0,0.0,0.0,0.2083,0.0,0.0,0.3333333333333333,0.0,0.2177142857142856,0.0,0.0,0.1238137283726098,0.0,0.927,0.0,0.0,0.0,0.7488584474885844,0.0,1.0,0.0,0
006280,녹십자,0.7146557572569536,0.2666342575393331,0.3447647448641484,0.0907323395981853,0.0,0.058349777617435,0.1816551725201558,0.0,0.3360666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055,0.0,0.0,0.0,0.35159817351598177,0.14949927754781675,1.0,0.0,0
006620,동구바이오제약,0.5993251720604096,0.1229296396191176,0.175531914893617,0.1366336633663366,0.4352941176470588,0.0,0.0771395554137723,0.0,0.4386666666666666,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.2041675008867441,0.0,0.8320000000000001,0.4466666666666666,0.0,0.0,0.5251141552511416,0.7526955699969717,1.0,0.0,0
007370,진양제약,0.6810746305401495,0.1708107173461664,0.3106936416184971,0.0979381443298969,0.1972413793103448,0.0,0.0,0.0,0.2994666666666666,0.0,0.0,0.3333333333333333,0.8,0.2777142857142857,0.0,0.0,0.214292663404039,0.0,1.0,0.0,0.0,1.0,0.9429223744292238,0.41883106940464576,1.0,0.0,0
007390,네이처셀,0.8200158014295469,0.0996600114334022,0.816468253968254,0.1569565217391304,0.2095588235294117,1.0,1.0,0.0,0.0380333333333333,0.0,0.1225045,1.0,0.0,0.9,0.2451708998531918,0.0948017357742907,0.3808941769064583,1.0,0.9475,0.0,0.0,0.0,0.8493150684931507,1.0,0.0,0.6666666666666666,0
007570,일양약품,0.5478419711694897,0.1286852010109642,0.1885088393543428,0.1156950672645739,0.2850877192982456,0.0,0.0,0.0,0.2705333333333333,0.0,0.05154803,0.3333333333333333,0.0,0.6614285714285714,0.0,0.0,0.1218316889624357,0.0,0.5395,0.0,0.0,0.0,0.3789954337899544,0.0,1.0,0.0,0
008490,서흥,0.4930378662092811,0.1045972955992361,0.123235294117647,0.1162102146558105,0.5661538461538461,0.0,0.0,0.0,0.3738333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.7945205479452055,0.0,1.0,0.0,0
009290,광동제약,0.4447957097706144,0.1169497881478824,0.2181583476764199,0.0809352517985611,0.32,0.0,0.0,0.0,0.3177333333333333,0.0,0.0,0.3333333333333333,0.0,0.8714285714285714,0.0,0.0,0.0,1.0,0.969,0.0,0.0,0.0,0.7808219178082192,0.8406114247110122,1.0,0.0,0
009300,삼아제약,0.5060936885545746,0.0902022028604307,0.1459715639810426,0.09465737514518,0.537759336099585,0.0190734741849645,0.0,0.0,0.0435666666666666,0.0,0.0,0.0,0.0,0.9,0.0098148389757746,0.0,0.2014217071332987,0.0,0.7165,0.0,0.0,0.0,0.6438356164383562,0.271854178949137,1.0,0.0,0
009420,한올바이오파마,1.0,0.3122046903877177,0.2455128205128205,0.1528150134048257,0.2238955823293172,0.7789960244558906,0.907492247543001,0.0,0.0881666666666666,0.0,0.170176777,0.6666666666666666,0.0,0.3365714285714286,0.0,0.0,0.2239546346121356,1.0,0.2804999999999999,0.0,0.0,0.0,0.2191780821917808,0.3899196243177596,1.0,0.0,0
011000,진원생명과학,0.6109877661373273,0.061951855923131,0.190625,0.1110091743119266,0.498220640569395,0.4941218090673863,0.2978426320812788,0.0,0.2559333333333333,0.6,0.358970436,1.0,0.0,0.9594285714285714,0.2235436740293828,0.0337498188148641,0.273354106117995,1.0,0.502,0.0,0.0,0.0,0.6210045662100456,0.7672202531086058,1.0,0.0,1
