year,feature,description,nunique,std,min,max,importance,importance_pct
2025,feat_hype_volume_surge,feat_hype_volume_surge,208,0.2357836278115507,0.0,1.0,0.013334788958852376,1.3334788958852377
2025,feat_hype_momentum,feat_hype_momentum,210,0.19053623873354208,0.0192307692307692,1.0,0.02447233062736093,2.447233062736093
2025,feat_hype_mdd,feat_hype_mdd,212,0.08004682184006479,0.0,0.4824797843665768,0.0474833642127174,4.74833642127174
2025,feat_hype_high_gap,feat_hype_high_gap,215,0.1701949142080764,0.0,0.8747118644067796,0.025291792763563855,2.5291792763563854
2025,feat_hype_LOG_PSR,feat_hype_LOG_PSR,108,0.4046543562299251,0.0,1.0,0.18515072822049963,18.515072822049962
2025,feat_hype_LOG_PBR,feat_hype_LOG_PBR,127,0.3611794612714096,0.0,1.0,0.12256140439978863,12.256140439978862
2025,feat_fin_Capital_Impairment_Ratio,feat_fin_Capital_Impairment_Ratio,9,0.1192825418804152,0.0,1.0,0.0,0.0
2025,feat_fin_Debt_Ratio_Pct,feat_fin_Debt_Ratio_Pct,210,0.23385806453925892,0.0,1.0,0.02740859220094909,2.740859220094909
2025,feat_fin_consecutive_op_loss_years,feat_fin_consecutive_op_loss_years,5,0.36682410808229343,0.0,0.8,0.05035626335176836,5.035626335176836
2025,feat_fin_Paid_In_Capital_Increase,feat_fin_Paid_In_Capital_Increase,63,0.4219133504910067,0.0,1.0,0.034353332947034396,3.4353332947034394
2025,feat_fin_3개년_유상증자_누적횟수,feat_fin_3개년_유상증자_누적횟수,4,0.39446786285858576,0.0,1.0,0.018880810555328937,1.8880810555328937
2025,feat_fin_cb_bw_count,feat_fin_cb_bw_count,6,0.3497271478748905,0.0,1.0,0.0,0.0
2025,feat_fin_insider_holdings_pct,feat_fin_insider_holdings_pct,129,0.36504599425408196,0.0,1.0,0.041673493611756006,4.1673493611756
2025,feat_fin_Total_Revenue,feat_fin_Total_Revenue,117,0.3252891385487304,0.0,1.0,0.08464657139341308,8.464657139341309
2025,feat_fin_Total_Equity,feat_fin_Total_Equity,107,0.16806755477622695,0.0,1.0,0.0723530293125277,7.23530293125277
2025,feat_fin_Total_Assets,feat_fin_Total_Assets,195,0.16624024122673098,0.0,0.8996566681120063,0.06032285947945888,6.032285947945888
2025,feat_fin_has_dividend,feat_fin_has_dividend,2,0.482616415141517,0.0,1.0,0.02681812419897351,2.681812419897351
2025,feat_rd_R&D_Ratio_Pct,feat_rd_R&D_Ratio_Pct,137,0.3850415441222062,0.0,1.0,0.023086790278260376,2.3086790278260376
2025,feat_rd_years_after_listing,feat_rd_years_after_listing,80,0.3141749982995968,0.0,0.9066666666666668,0.017841038150931344,1.7841038150931343
2025,feat_rd_is_tech_listing,feat_rd_is_tech_listing,1,0.0,0.0,0.0,0.0,0.0
2025,feat_rd_absence_3y,최근 3개년 R&D 투자 공백 위험,4,0.2780701685412475,0.0,1.0,0.0,0.0
2025,feat_rd_to_assets_rank_gap,자산 대비 R&D 투자 부족 위험,199,0.28920616413432104,0.0,0.9497716894977168,0.03981327962751567,3.981327962751567
2025,feat_rd_sales_growth_mismatch,매출 성장 대비 R&D 성장 부진 위험,82,0.37829881862347514,0.0,1.0,0.02028012129215787,2.028012129215787
2025,feat_rd_pipeline_disclosure_absence,R&D 성과·파이프라인 공시 부재 위험,4,0.44631864336028276,0.0,1.0,0.009729979803244299,0.9729979803244299
2025,feat_rd_milestone_correction_ratio,R&D 성과 공시 정정 비율 위험,19,0.16268344059350662,0.0,1.0,0.0,0.0
